t_s,gpu_util_%,gpu_mem_mb,power_w,sm_mhz,mem_mhz,temp_c,cpu_total_%,cpu_mainproc_%,disk_read_mbs,disk_write_mbs,ram_used_gb
711.2,100,5864,32.41,1777,5486,56,20.3,5.9,0.0,0.0,13.24
712.3,100,5864,26.42,1777,5486,56,24.0,57.7,0.0,0.02,13.25
713.4,100,5864,30.49,1777,5486,56,28.9,100.5,0.02,8.17,13.24
714.4,100,5864,34.52,1777,5486,57,26.7,98.1,0.0,0.0,13.25
715.5,100,5864,33.82,1777,5486,56,23.3,100.5,0.0,0.0,13.24
716.5,100,5864,33.49,1777,5486,56,29.9,53.3,3.03,0.0,13.26
717.6,100,5864,33.53,1777,5486,57,20.3,3.0,1.13,0.36,13.26
718.6,100,5864,33.05,1777,5486,56,18.3,7.4,0.08,0.28,13.26
719.7,100,5864,26.14,1777,5486,56,22.3,54.7,0.0,0.02,13.26
720.8,100,5864,31.12,1777,5486,56,31.2,101.6,0.0,0.0,13.26
721.8,100,5864,35.09,1777,5486,57,25.2,99.4,0.23,0.0,13.26
722.9,100,5864,33.42,1777,5486,56,25.6,100.5,0.1,0.22,13.26
723.9,100,5871,33.48,1777,5486,56,32.7,54.8,2.88,0.01,13.27
725.0,100,5871,33.64,1777,5486,56,16.9,1.5,2.21,0.2,13.28
726.0,100,5867,32.80,1777,5486,56,19.8,0.0,0.19,0.27,13.31
727.1,100,5867,27.44,1777,5486,56,25.6,56.0,0.13,0.06,13.31
728.1,100,5867,30.18,1777,5486,56,23.4,100.8,0.11,0.43,13.3
729.2,100,5864,35.08,1777,5486,57,25.6,99.4,0.0,0.0,13.3
730.3,100,5864,33.20,1777,5486,56,21.2,101.0,0.0,0.0,13.3
731.3,100,5864,33.61,1777,5486,57,29.1,56.1,2.53,0.0,13.31
732.4,100,5864,33.64,1777,5486,56,16.6,1.5,1.16,0.0,13.31
733.4,100,5864,32.69,1777,5486,56,20.3,8.9,0.02,0.33,13.31
734.5,100,5864,26.94,1777,5486,55,21.7,50.2,0.0,0.0,13.31
735.5,100,5864,30.02,1777,5486,56,25.6,100.5,0.39,0.0,13.31
736.6,100,5864,32.99,1777,5486,57,25.4,99.3,0.0,0.04,13.31
737.6,100,5864,34.09,1777,5486,56,24.9,100.6,0.0,0.11,13.31
738.7,100,5864,33.58,1777,5486,56,29.4,57.5,2.59,0.37,13.3
739.8,100,5864,33.66,1777,5486,57,17.4,1.4,1.71,0.0,13.29
740.8,100,5864,32.62,1777,5486,56,19.0,2.9,0.0,0.01,13.3
741.9,100,5864,26.58,1777,5486,55,20.4,58.0,0.0,0.0,13.29
743.0,100,5864,30.21,1777,5486,56,24.7,98.9,0.0,0.09,13.29
744.0,100,5864,34.29,1777,5486,56,29.2,100.5,0.0,0.0,13.28
745.1,100,5864,33.81,1777,5486,56,25.2,100.8,0.0,0.0,13.28
746.1,99,5864,33.47,1777,5486,56,32.0,51.9,24.72,17.5,13.29
747.2,100,5864,33.78,1777,5486,56,17.1,5.9,1.21,3.73,13.28
748.2,100,5864,32.24,1777,5486,56,15.7,3.0,0.08,0.22,13.27
749.3,100,5864,26.60,1777,5486,56,19.7,54.5,0.0,0.0,13.28
750.4,100,5864,30.91,1777,5486,56,30.7,97.7,0.25,0.82,13.28
751.4,100,5864,35.09,1777,5486,57,26.9,103.5,0.0,0.0,13.27
752.5,100,5868,33.65,1777,5486,56,26.2,99.1,0.0,0.11,13.27
753.5,100,5864,33.53,1777,5486,56,26.5,54.4,2.86,0.26,13.28
754.6,100,5864,33.65,1777,5486,56,23.2,7.3,1.11,0.39,13.28
755.6,100,5864,33.24,1777,5486,56,19.2,1.5,0.0,0.18,13.27
756.7,100,5864,26.32,1777,5486,56,23.7,59.2,0.05,0.04,13.27
757.8,99,5864,31.12,1777,5486,56,31.3,99.4,0.07,0.17,13.27
758.8,100,5864,35.13,1777,5486,57,33.7,97.9,0.0,0.1,13.27
759.9,100,5872,33.44,1777,5486,56,29.7,100.6,0.0,0.0,13.28
760.9,100,5882,33.52,1777,5486,56,39.9,53.3,2.35,0.29,13.32
762.0,100,5883,33.68,1777,5486,57,21.2,1.5,0.87,0.27,13.31
763.0,100,5874,32.86,1777,5486,56,14.4,1.5,0.11,0.27,13.32
764.1,100,5874,27.50,1777,5486,55,20.1,54.4,0.37,0.02,13.31
765.2,100,5874,30.24,1777,5486,56,26.5,99.2,0.09,0.0,13.32
766.2,100,5862,35.09,1777,5486,57,23.9,100.6,0.13,0.53,13.29
767.3,100,5862,33.31,1777,5486,56,24.7,102.1,0.0,0.0,13.28
768.3,100,5869,33.62,1777,5486,56,26.8,57.4,2.29,0.33,13.29
769.4,100,5868,33.65,1777,5486,56,21.9,5.9,1.05,0.22,13.29
770.4,100,5864,32.69,1777,5486,56,17.4,1.5,0.25,0.05,13.27
771.5,100,5864,27.02,1777,5486,55,22.8,51.7,0.0,0.18,13.27
772.6,100,5864,29.95,1777,5486,56,27.6,99.0,0.0,0.02,13.27
773.6,100,5861,32.94,1777,5486,57,24.9,98.1,0.13,0.07,13.27
774.7,100,5861,34.11,1777,5486,56,27.3,103.5,0.0,0.0,13.27
775.7,100,5861,33.66,1777,5486,56,23.7,56.3,2.07,0.28,13.28
776.8,100,5861,33.69,1777,5486,56,23.5,3.0,1.57,0.0,13.27
777.8,100,5861,32.61,1777,5486,56,16.3,0.0,0.0,0.11,13.27
778.9,100,5861,26.51,1777,5486,55,25.4,56.3,0.08,0.22,13.28
779.9,100,5861,30.22,1777,5486,56,25.9,100.7,0.0,0.02,13.28
781.0,100,5861,34.27,1777,5486,57,23.5,100.4,0.0,0.0,13.27
782.1,100,5861,33.88,1777,5486,56,26.6,99.3,0.07,0.0,13.27
783.1,100,5868,33.51,1777,5486,56,24.8,53.2,3.63,0.15,13.29
784.2,100,5868,33.55,1777,5486,56,21.4,3.0,1.68,0.29,13.26
785.2,100,5864,32.26,1777,5486,56,17.5,3.0,0.0,0.01,13.26
786.3,100,5864,26.56,1777,5486,56,22.8,55.3,0.0,0.0,13.26
787.4,99,5864,30.91,1777,5486,56,29.0,99.0,0.8,0.03,13.26
788.4,100,5861,35.09,1777,5486,57,24.8,100.9,0.0,0.16,13.25
789.5,100,5861,33.61,1777,5486,56,26.1,104.5,0.07,0.23,13.25
790.5,100,5868,33.45,1777,5486,56,30.1,50.4,4.97,0.01,13.25
791.6,100,5864,33.66,1777,5486,56,20.2,3.0,1.08,0.0,13.24
792.6,100,5864,33.23,1777,5486,56,14.4,0.0,0.21,0.0,13.24
793.7,100,5864,26.30,1777,5486,56,22.3,56.7,0.13,0.03,13.24
794.8,99,5864,31.13,1777,5486,56,24.7,101.9,0.0,0.0,13.24
795.8,100,5861,35.14,1777,5486,57,29.2,96.8,0.0,0.04,13.24
796.9,100,5861,33.54,1777,5486,56,25.5,102.4,0.0,0.0,13.24
797.9,100,5861,33.65,1777,5486,56,24.1,50.2,2.21,0.08,13.28
799.0,100,5861,33.68,1777,5486,57,15.8,1.5,0.81,0.37,13.27
800.0,100,5861,32.74,1777,5486,56,18.7,3.0,0.0,0.0,13.27
801.1,100,5861,27.47,1777,5486,56,22.2,54.7,0.0,0.0,13.27
802.2,100,5861,30.14,1777,5486,57,30.6,99.3,0.0,0.0,13.27
803.2,100,5861,35.12,1777,5486,57,23.3,101.2,0.38,0.02,13.26
804.3,100,5861,33.30,1777,5486,56,32.7,97.7,0.07,0.24,13.26
805.3,100,5861,33.35,1777,5486,56,23.8,53.0,2.24,0.0,13.27
806.4,100,5861,33.68,1777,5486,57,21.5,7.3,0.7,0.0,13.28
807.4,100,5861,32.70,1777,5486,56,18.1,1.5,0.2,0.05,13.26
808.5,100,5861,26.95,1777,5486,55,21.5,54.5,0.0,0.02,13.26
809.6,100,5861,29.93,1777,5486,56,27.0,99.2,0.0,0.08,13.25
810.6,99,5861,32.96,1777,5486,57,22.9,99.3,0.0,0.0,13.25
811.7,100,5861,34.10,1777,5486,56,29.5,97.5,0.13,0.0,13.24
812.7,100,5861,33.64,1777,5486,56,26.2,53.3,1.51,0.0,13.26
813.8,100,5861,33.69,1777,5486,56,19.4,1.5,2.51,0.18,13.25
814.8,100,5861,32.64,1777,5486,56,23.8,5.9,0.0,0.0,13.25
815.9,100,5861,26.55,1777,5486,55,23.2,54.6,0.0,0.05,13.26
817.0,100,5861,30.14,1777,5486,55,30.8,100.3,0.0,0.04,13.25
818.0,100,5861,34.20,1777,5486,57,28.6,101.3,0.0,0.03,13.25
819.1,100,5861,33.86,1777,5486,56,28.7,99.1,0.08,0.25,13.25
820.1,94,5861,33.42,1777,5486,56,29.2,55.0,3.75,0.18,13.25
821.2,100,5861,33.30,1777,5486,56,16.6,1.5,1.95,0.28,13.26
822.2,100,5861,32.19,1777,5486,56,16.7,3.0,0.0,0.0,13.25
823.3,100,5861,26.49,1777,5486,56,20.1,53.2,0.07,0.01,13.26
824.3,99,5861,30.85,1777,5486,56,23.8,102.0,0.01,0.08,13.26
825.4,100,5861,35.02,1777,5486,56,28.5,97.5,0.02,0.05,13.25
826.5,100,5861,33.74,1777,5486,56,23.6,102.0,0.07,0.01,13.25
827.5,100,5868,33.55,1777,5486,56,25.6,54.9,2.81,0.05,13.28
828.6,100,5864,33.63,1777,5486,56,18.7,1.5,1.14,0.0,13.26
829.6,100,5864,33.26,1777,5486,56,14.7,0.0,0.07,0.2,13.26
830.7,100,5864,26.55,1777,5486,56,21.7,53.2,0.0,0.0,13.26
831.8,99,5864,31.10,1777,5486,56,26.6,101.7,0.0,0.03,13.26
832.8,100,5861,35.19,1777,5486,56,25.2,100.6,0.07,0.01,13.25
833.9,100,5861,33.49,1777,5486,56,22.9,99.2,0.07,0.23,13.24
834.9,100,5861,33.58,1777,5486,56,25.2,54.6,5.04,0.0,13.26
836.0,100,5861,33.68,1777,5486,57,16.5,2.9,1.86,0.0,13.25
837.0,100,5861,32.92,1777,5486,56,15.3,1.5,0.0,0.14,13.25
838.1,100,5861,27.79,1777,5486,56,24.8,61.8,0.07,0.0,13.25
839.2,100,5861,30.30,1777,5486,56,26.4,99.6,0.0,0.09,13.23
840.2,100,5861,35.11,1777,5486,57,31.0,99.3,0.0,0.01,13.23
841.3,100,5861,33.29,1777,5486,56,25.7,101.0,0.12,0.0,13.23
842.4,100,5861,33.44,1777,5486,56,24.9,49.9,2.43,0.0,13.25
843.4,100,5861,33.67,1777,5486,56,17.9,1.5,1.36,0.0,13.24
844.5,100,5861,32.68,1777,5486,56,17.3,0.0,0.07,0.17,13.25
845.5,100,5861,27.27,1777,5486,55,25.6,55.7,0.0,0.0,13.25
846.6,100,5861,29.85,1777,5486,55,28.4,95.3,0.02,0.07,13.25
847.7,100,5861,32.74,1777,5486,57,29.0,101.1,0.0,0.0,13.25
848.7,100,5861,33.38,1777,5486,56,25.6,102.5,0.08,0.3,13.25
849.8,100,5868,33.66,1777,5486,56,24.3,53.1,3.46,0.01,13.26
850.8,100,5864,33.76,1777,5486,56,20.8,5.9,1.34,0.0,13.25
851.9,100,5864,32.74,1777,5486,56,16.2,0.0,0.0,0.0,13.26
852.9,100,5864,26.53,1777,5486,56,21.9,57.4,0.0,0.11,13.26
854.0,100,5864,30.14,1777,5486,55,30.8,97.7,0.0,0.07,13.25
855.1,100,5861,33.90,1777,5486,57,23.1,100.9,0.0,0.0,13.26
856.1,100,5861,33.89,1777,5486,56,25.8,99.3,0.0,0.02,13.25
857.2,87,5861,33.50,1777,5486,56,24.8,51.9,4.89,0.11,13.27
858.2,100,5861,33.76,1777,5486,56,16.1,1.5,1.25,0.03,13.24
859.3,100,5861,32.18,1777,5486,56,17.3,6.0,0.07,0.2,13.24
860.3,100,5861,26.50,1777,5486,56,19.6,59.1,0.0,0.0,13.24
861.4,99,5861,30.87,1777,5486,56,24.5,97.9,0.0,0.0,13.24
862.4,100,5861,34.91,1777,5486,56,23.1,99.3,0.0,0.02,13.24
863.5,100,5861,33.77,1777,5486,56,24.7,100.0,0.0,0.0,13.24
864.6,100,5861,33.56,1777,5486,56,24.1,50.7,2.03,0.28,13.26
865.6,100,5861,33.63,1777,5486,56,23.3,5.9,0.76,0.0,13.23
866.7,100,5861,33.24,1777,5486,56,20.0,16.0,0.0,0.0,13.22
867.7,100,5861,26.63,1777,5486,55,20.6,57.2,0.0,0.03,13.22
868.8,99,5861,31.06,1777,5486,56,25.2,98.2,0.0,0.02,13.22
869.9,100,5861,35.22,1777,5486,57,22.6,100.8,0.07,0.34,13.22
870.9,100,5861,33.57,1777,5486,56,29.1,99.1,0.03,0.09,13.2
872.0,100,5868,33.52,1777,5486,56,26.8,47.2,3.85,0.0,13.25
873.0,100,5868,33.67,1777,5486,57,19.2,3.0,1.67,0.0,13.22
874.1,100,5864,32.91,1777,5486,56,22.4,13.4,0.0,0.0,13.22
875.1,100,5864,27.90,1777,5486,55,24.0,57.7,0.0,0.08,13.22
876.2,99,5864,31.40,1777,5486,56,26.9,98.9,0.0,0.0,13.22
877.3,100,5861,35.10,1777,5486,57,30.4,101.7,0.0,0.03,13.22
878.3,100,5861,33.37,1777,5486,56,25.8,100.6,0.0,0.03,13.22
879.4,100,5868,33.68,1777,5486,56,31.8,53.2,4.13,0.23,13.24
880.4,100,5868,33.70,1777,5486,56,15.2,1.5,1.32,0.0,13.23
881.5,100,5864,32.70,1777,5486,56,15.3,0.0,0.07,0.01,13.23
882.6,100,5864,27.14,1777,5486,55,27.1,63.7,0.0,0.0,13.23
883.6,100,5864,29.94,1777,5486,56,25.0,103.5,0.0,0.02,13.23
884.7,100,5861,32.79,1777,5486,57,26.7,98.9,0.07,0.16,13.23
885.7,100,5861,33.38,1777,5486,57,25.7,97.7,0.0,0.13,13.23
886.8,100,5868,33.67,1777,5486,56,24.4,47.4,3.77,0.01,13.27
887.9,100,5864,33.71,1777,5486,56,17.2,3.0,0.88,0.07,13.26
888.9,100,5864,32.69,1777,5486,56,15.6,0.0,2.47,7.61,13.26
890.0,100,5864,26.56,1777,5486,56,24.2,61.1,0.0,0.08,13.26
891.0,100,5864,30.11,1777,5486,56,26.2,101.9,0.0,0.0,13.26
892.1,100,5864,34.00,1777,5486,57,21.5,102.1,0.0,0.0,13.25
893.1,100,5864,33.90,1777,5486,56,24.5,98.9,0.0,0.02,13.25
894.2,100,5864,33.53,1777,5486,56,31.4,46.9,4.89,0.0,13.28
895.3,100,5864,33.79,1777,5486,56,14.6,2.9,0.85,0.2,13.27
896.3,100,5864,32.20,1777,5486,56,24.4,14.8,0.0,0.0,13.26
897.4,100,5864,26.52,1777,5486,56,23.8,70.6,0.07,0.11,13.25
898.4,99,5864,30.88,1777,5486,56,25.0,103.4,0.0,0.02,13.24
899.5,100,5864,35.01,1777,5486,57,26.8,97.7,0.0,0.09,13.24
900.6,100,5861,33.76,1777,5486,56,26.6,99.3,0.0,0.01,13.24
901.6,100,5868,33.54,1777,5486,56,27.4,44.3,3.76,0.0,13.26
902.7,100,5864,33.65,1777,5486,56,17.9,3.0,0.26,0.2,13.23
903.7,100,5864,32.01,1777,5486,56,17.3,0.0,0.0,0.0,13.23
904.8,100,5864,26.52,1777,5486,56,26.5,62.0,0.07,0.23,13.23
905.8,99,5864,31.05,1777,5486,56,24.0,100.9,0.0,0.0,13.23
906.9,100,5864,35.20,1777,5486,57,25.8,100.3,0.0,0.04,13.23
907.9,100,5864,33.61,1777,5486,56,32.0,102.2,0.0,0.03,13.23
909.0,100,5864,33.60,1777,5486,57,31.0,47.1,2.89,0.0,13.23
910.1,100,5864,33.71,1777,5486,56,15.0,1.5,0.48,0.22,13.23
911.1,100,5864,32.90,1777,5486,56,26.3,8.9,0.07,0.01,13.36
912.2,100,5864,27.69,1777,5486,55,28.7,69.4,0.02,0.03,13.36
913.2,99,5864,31.60,1777,5486,56,26.4,100.9,0.0,0.49,13.36
914.3,100,5861,35.05,1777,5486,57,28.5,97.3,0.0,0.0,13.35
915.4,100,5861,33.35,1777,5486,56,23.6,99.2,0.07,0.23,13.36
916.4,100,5861,33.69,1777,5486,56,26.2,43.0,2.19,0.01,13.41
917.5,100,5861,33.71,1777,5486,57,21.6,2.9,1.39,8.55,13.41
918.5,100,5861,32.72,1777,5486,56,17.1,0.0,0.03,0.3,13.41
919.6,100,5861,26.93,1777,5486,55,19.7,67.5,0.96,0.43,13.41
920.6,100,5861,29.94,1777,5486,56,28.6,99.2,0.01,0.0,13.41
921.7,100,5861,32.94,1777,5486,56,23.3,99.2,0.0,0.0,13.41
922.8,100,5861,33.22,1777,5486,56,23.6,100.3,0.2,0.01,13.41
923.8,100,5861,33.62,1777,5486,56,29.5,43.1,3.78,0.0,13.41
924.9,100,5861,33.66,1777,5486,57,15.1,1.5,0.39,0.02,13.41
925.9,100,5861,32.60,1777,5486,56,21.1,4.4,0.0,0.0,13.4
927.0,100,5861,26.49,1777,5486,56,21.2,63.5,0.19,0.04,13.4
928.0,100,5861,30.11,1777,5486,56,25.7,93.9,0.0,0.0,13.4
929.1,100,5861,34.01,1777,5486,57,24.3,95.0,0.1,0.15,13.39
930.2,100,5861,33.87,1777,5486,56,22.8,98.3,0.1,0.52,13.39
931.2,100,5868,33.53,1777,5486,56,30.7,42.5,4.66,0.0,13.4
932.3,100,5868,33.77,1777,5486,57,18.8,0.0,0.7,0.0,13.39
933.3,100,5864,32.17,1777,5486,56,22.5,7.4,0.03,0.0,13.39
934.4,100,5864,26.50,1777,5486,56,27.2,66.5,0.0,0.0,13.39
935.5,99,5864,30.81,1777,5486,56,28.1,100.6,0.07,0.3,13.39
936.5,100,5861,35.03,1777,5486,57,29.6,101.1,0.0,0.04,13.39
937.6,100,5861,33.78,1777,5486,56,21.8,100.1,0.0,0.0,13.4
938.6,100,5861,33.50,1777,5486,56,34.3,41.5,5.76,0.07,13.41
939.7,100,5861,33.64,1777,5486,57,16.6,1.5,0.54,0.29,13.41
940.7,99,5861,31.99,1777,5486,56,20.1,7.4,0.07,0.01,13.4
941.8,100,5861,26.04,1777,5486,56,22.2,68.6,0.07,0.0,13.41
942.9,100,5861,31.01,1777,5486,56,32.5,96.5,0.13,0.0,13.41
943.9,100,5868,35.16,1777,5486,57,26.0,100.3,0.0,0.03,13.4
945.0,100,5868,33.56,1777,5486,56,23.7,99.0,0.0,0.02,13.4
946.0,100,5864,33.56,1777,5486,56,31.6,43.1,4.42,0.06,13.41
947.1,100,5864,33.66,1777,5486,56,18.2,1.5,0.27,0.0,13.4
948.2,100,5864,32.85,1777,5486,56,15.9,0.0,0.0,0.04,13.4
949.2,100,5864,25.97,1777,5486,56,26.5,69.5,0.0,0.02,13.39
950.3,99,5864,32.27,1777,5486,56,23.8,102.0,0.07,0.24,13.38
951.3,100,5864,35.03,1777,5486,57,21.9,100.8,0.0,0.11,13.38
952.4,100,5864,33.32,1777,5486,56,26.0,96.1,0.0,0.02,13.37
953.4,100,5861,33.62,1777,5486,56,24.0,41.4,4.39,0.0,13.41
954.5,100,5861,33.69,1777,5486,56,19.7,10.2,0.44,0.01,13.39
955.6,100,5861,32.60,1777,5486,56,20.7,1.5,0.0,0.08,13.4
956.6,100,5861,26.45,1777,5486,55,23.3,69.3,0.07,0.0,13.39
957.7,100,5861,30.09,1777,5486,56,28.8,98.1,0.0,0.03,13.39
958.7,100,5861,35.09,1777,5486,57,26.2,101.8,0.0,0.02,13.38
959.8,100,5861,33.29,1777,5486,57,25.5,100.4,0.08,0.2,13.39
960.9,100,5861,33.55,1777,5486,56,28.9,41.4,5.06,0.05,13.41
961.9,100,5869,33.77,1777,5486,57,21.5,1.5,0.45,0.1,13.37
963.0,100,5864,32.27,1777,5486,56,15.0,0.0,0.07,0.11,13.37
964.0,100,5864,26.53,1777,5486,56,29.3,69.0,0.0,0.43,13.37
965.1,99,5864,30.94,1777,5486,56,27.5,97.8,0.08,0.27,13.38
966.1,100,5861,35.06,1777,5486,57,25.2,99.1,0.0,0.0,13.37
967.2,100,5861,33.78,1777,5486,56,25.3,99.4,0.36,0.03,13.37
968.2,100,5861,33.38,1777,5486,56,28.7,40.1,5.25,0.18,13.4
969.3,100,5869,33.98,1777,5486,57,18.9,5.9,0.0,0.02,13.38
970.4,100,5879,32.03,1777,5486,56,20.0,1.5,0.14,0.08,13.4
971.4,100,5882,26.58,1777,5486,56,29.2,72.8,1.83,0.52,13.38
972.5,99,5878,31.11,1777,5486,56,31.2,99.9,0.0,0.04,13.38
973.6,100,5873,35.19,1777,5486,57,26.6,97.8,0.0,0.35,13.39
974.6,100,5873,33.58,1777,5486,56,25.2,99.5,0.36,0.24,13.38
975.7,100,5877,33.55,1777,5486,56,35.9,38.7,3.37,0.0,13.33
976.7,100,5882,34.06,1777,5486,57,25.5,4.4,1.14,0.16,13.34
977.8,100,5878,31.03,1777,5486,56,18.2,3.0,0.0,0.66,13.33
978.9,100,5873,26.27,1777,5486,56,24.2,73.6,0.07,0.34,13.32
979.9,100,5873,31.72,1777,5486,57,26.4,99.1,0.1,0.29,13.32
981.0,100,5873,35.10,1777,5486,57,26.1,97.8,0.0,0.01,13.32
982.0,100,5864,33.37,1777,5486,56,27.0,98.9,0.03,0.19,13.32
983.1,100,5864,33.68,1777,5486,56,31.2,34.2,7.71,0.05,13.33
984.1,100,5864,33.66,1777,5486,57,18.1,4.4,0.14,0.21,13.31
985.2,100,5864,32.74,1777,5486,56,16.0,4.5,0.0,0.08,13.32
986.2,99,5864,27.54,1777,5486,56,27.6,80.0,0.0,0.02,13.33
987.3,99,5864,32.57,1777,5486,57,25.6,97.8,1.0,0.05,13.32
988.4,100,5864,35.11,1777,5486,57,29.0,96.8,0.0,0.04,13.32
989.4,100,5864,33.40,1777,5486,57,26.6,100.6,0.0,0.0,13.32
990.5,100,5864,33.58,1777,5486,56,34.7,34.1,5.3,0.19,13.32
991.5,100,5864,33.77,1777,5486,57,21.6,8.9,0.07,0.11,13.33
992.6,100,5864,32.25,1777,5486,57,21.0,1.5,1.06,0.02,13.32
993.6,100,5864,26.55,1777,5486,56,30.1,72.4,0.03,0.11,13.32
994.7,100,5864,30.92,1777,5486,56,30.0,101.1,0.0,0.08,13.31
995.7,100,5872,35.14,1777,5486,57,31.0,96.3,0.05,0.18,13.32
996.8,100,5867,33.25,1777,5486,57,28.2,104.1,0.0,0.05,13.32
997.8,19,769,26.52,1777,5486,54,42.6,-1.0,4.91,0.32,10.22
